,SAMPLE ID,IGSN,REFERENCES,LATITUDE,LONGITUDE,AGE,ROCK TYPE,ROCK NAME,143Nd/144Nd,143Nd/144Nd_i,147Sm/144Nd,eNd,eNd_i,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,SR87_SR86,SR87_SR86_INI,RB87_SR86,LA,CE,PR,Nd,Sm,EU,GD,TB,DY,HO,ER,TM,YB,LU,TH,NB,TA,U,RB,SR,ZR,HF,Y,BA,geometry,Estimated_Age,Uni_Age,Binned_Age,Binned_Estimated_Age,143Nd_CALC,Delta_DM,Age_rounded
14,208NMNH113716,,"NEWSOM, 1986",-24.98,79.02,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513072,0.513038347,,,,17.315,,15.443,,37.251,,0.703031,,,2.79,9.13,1.68,9.1,3.29,1.22,4.69,,5.67,1.26,3.59,,3.35,0.506,,,,0.038,0.69,99.4,96.7,,34.5,8.73,POINT (79.02 -24.98),23.538101,23.5381012,,20 - 40 Ma,,-1.522349579,20
22,POLARK20-2-261-005,,"NAURET, 2011",80.9243,-2.5253,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512872,0.51287161,,,,17.8605,,15.4181,,37.6406,,0.703637,,,8.1,20.71,3.01,13.9,3.53,1.31,4.02,0.63,3.93,0.79,2.28,0.31,2.11,0.31,0.65,14.9,1.02,0.2,26.7,324,123,2.95,21.8,247,POINT (-2.5253 80.9243),0.38880157,0.388801575,,< 5 Ma,,-5.426559118,0
23,POLARK20-2-261-012,,"NAURET, 2011",80.9243,-2.5253,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512885,0.512884608,,,,17.8616,,15.4197,,37.6457,,0.703635,,,7.8,20.1,2.92,13.5,3.44,1.28,3.92,0.63,3.82,0.77,2.2,0.3,2.02,0.3,0.64,14.5,0.99,0.2,25.7,317,123,2.88,21.8,239,POINT (-2.5253 80.9243),0.38880157,0.388801575,,< 5 Ma,,-5.173247652,0
24,POLARK20-2-261-017,,"NAURET, 2011",80.9243,-2.5253,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512903,0.512902611,,,,17.8826,,15.4205,,37.6651,,0.703649,,,8.2,20.9,3.01,14,3.54,1.31,4.05,0.64,4.03,0.82,2.34,0.32,2.18,0.32,0.67,15.2,1.02,0.21,25.8,318,127,3.04,23,247,POINT (-2.5253 80.9243),0.38880157,0.388801575,,< 5 Ma,,-4.822414456,0
25,POLARK20-2-261-047,,"NAURET, 2011",80.9243,-2.5253,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512901,0.51290061,,,,17.8802,,15.4225,,37.669,,0.703611,,,8.4,21.5,3.16,14.5,3.68,1.37,4.13,0.67,4.14,0.83,2.42,0.33,2.22,0.32,0.69,15.3,1.06,0.21,26.2,318,127,3.04,22.7,255,POINT (-2.5253 80.9243),0.38880157,0.388801575,,< 5 Ma,,-4.861417446,0
27,POLARK20-2-262-021,,"NAURET, 2011",80.91,-2.51,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512853,0.512852623,,,,17.7839,,15.4145,,37.5779,,0.703752,,,9.1,22.9,3.3,15.1,3.7,1.34,4.04,0.63,3.86,0.76,2.19,0.3,2.02,0.3,0.77,17.6,1.24,0.25,32,354,138,3.25,21.7,298,POINT (-2.51 80.91),0.38880157,0.388801575,,< 5 Ma,,-5.79655379,0
28,POLARK20-2-262-034,,"NAURET, 2011",80.91,-2.51,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512829,0.512828643,,,,17.7505,,15.4083,,37.5387,,0.703771,,,13.3,32.4,4.58,20.6,4.78,1.68,4.87,0.72,4.23,0.82,2.29,0.31,2.04,0.3,1.3,28.7,1.99,0.42,52.3,444,182,4.25,22.9,486,POINT (-2.51 80.91),0.38880157,0.388801575,,< 5 Ma,,-6.263863887,0
29,POLARK20-2-262-035,,"NAURET, 2011",80.91,-2.51,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512826,0.512825645,,,,17.7509,,15.4091,,37.5404,,0.703898,,,13.3,32.3,4.6,20.4,4.71,1.68,4.79,0.71,4.15,0.79,2.23,0.3,2.05,0.3,1.27,28.5,1.92,0.4,53.1,444,176,4.03,22.1,488,POINT (-2.51 80.91),0.38880157,0.388801575,,< 5 Ma,,-6.322291665,0
30,POLARK20-2-262-083,,"NAURET, 2011",80.91,-2.51,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512851,0.512850623,,,,17.7831,,15.4133,,37.5734,,0.703776,,,9.2,23.1,3.34,15.3,3.75,1.37,4.09,0.64,3.84,0.76,2.2,0.3,2,0.29,0.78,17.7,1.22,0.25,33.2,354,137,3.21,21.5,300,POINT (-2.51 80.91),0.38880157,0.388801575,,< 5 Ma,,-5.835530684,0
31,POLARK20-2-262-092,,"NAURET, 2011",80.91,-2.51,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512855,0.512854624,,,,17.7776,,15.4122,,37.5656,,0.703474,,,9.1,22.6,3.28,15,3.67,1.36,3.97,0.62,3.77,0.74,2.15,0.29,1.97,0.29,0.84,17.2,1.2,0.25,32,354,134,3.14,20.9,297,POINT (-2.51 80.91),0.38880157,0.388801575,,< 5 Ma,,-5.757567862,0
32,POLARK4-370-005-1,,"MÜHE, 1991; MÜHE, 1993",85.9002,22.7168,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513207,0.51320506,,,,18.023,,15.454,,37.681,,0.703002,,,5.43,13.5,2.12,9.99,3.34,1.18,3.63,0.66,4.44,0.88,2.62,0.34,2.35,0.34,0.37,9.1,,0.13,1.91,165,86,2.24,24,52,POINT (22.7168 85.9002),1.467102,1.467102051,,< 5 Ma,,1.102067142,0
33,POLARK4-370-005-3,,"MÜHE, 1991; MÜHE, 1993",85.9002,22.7168,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513154,0.513152153,,,,17.869,,15.456,,37.558,,0.70284,,,5.38,13.5,2.03,10.24,3.26,1.12,3.82,0.66,4.58,0.88,2.45,0.35,2.36,0.34,0.39,9.35,,0.11,2.23,163,86,2.33,24,54,POINT (22.7168 85.9002),1.467102,1.467102051,,< 5 Ma,,0.071034289,0
34,RIGS1991-0102-009/004A,,"LANYON, 1995",-37.813,132.293,53,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512953,0.512914483,,,,17.641,,15.475,,37.651,,0.703661,,,7.03,18.5,,31.4,5.77,1.59,,0.96,,1.3,,,3.37,0.51,0.013,5.6,,0.028,0.272,157,166,3.61,45,44,POINT (132.293 -37.813),,53,40 - 60 Ma,,,-3.102716475,50
35,RIGS1991-0102-009/004B,,"LANYON, 1995",-37.813,132.293,53,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513002,0.512924134,,,,17.988,,15.488,,37.791,,0.703172,,,7.18,21.4,,5.68,2.11,1.76,,1.04,,1.41,,,3.52,0.5,0.04,6.2,,0.148,0.706,192,177,3.85,46,36,POINT (132.293 -37.813),,53,40 - 60 Ma,,,-2.914610329,50
36,RIGS1991-0102-009/004B4,,"LANYON, 1995",-37.813,132.293,53,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513031,0.51294912,,,,,,,,,,0.703186,,,,,,5.12,2,,,,,,,,,,,5.5,,,0.62,148,183,,50,37,POINT (132.293 -37.813),,53,40 - 60 Ma,,,-2.427619723,50
37,RIGS1991-0102-009/004B5,,"LANYON, 1995",-37.813,132.293,53,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513036,,,,,17.894,,15.464,,37.727,,0.703189,,,,,,,,,,,,,,,,,,6.6,,,14,231,187,,48,35,POINT (132.293 -37.813),,53,40 - 60 Ma,,,,50
39,RIGS1991-0102-010/001B,,"LANYON, 1995",-39.9223,131.977,36,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51312,0.513056723,,,,18.251,,15.489,,37.878,,0.702578,,,,,,2.25,1,,,,,,,,,,0.019,0.4,,0.008,0.11,94.2,31,,17,14,POINT (131.977 -39.9223),,36,20 - 40 Ma,,,-0.811562136,40
40,RIGS1991-0102-010/001C,,"LANYON, 1995",-39.9223,131.977,36,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513093,0.513031086,,,,18.117,,15.464,,37.737,,0.703214,,,1.71,5.53,,4.76,2.07,0.76,,0.47,,0.65,,,1.78,0.23,0.029,0.4,,0.016,0.2,85,51,1.21,22,4,POINT (131.977 -39.9223),,36,20 - 40 Ma,,,-1.311213393,40
42,RIGS1991-0102-011/002A,,"LANYON, 1995",-39.7792,119.745,36,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512966,0.512908391,,,,17.965,,15.494,,37.867,,0.703235,,,3.91,11.5,,4.3,1.74,1.2,,0.79,,1.13,,,2.63,0.35,0.042,2.9,,0.012,0.296,122,91,2.03,33,16,POINT (119.745 -39.7792),,36,20 - 40 Ma,,,-3.702477865,40
43,RIGS1991-0102-011/002B,,"LANYON, 1995",-39.7792,119.745,36,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512979,0.512915725,,,,17.908,,15.499,,37.888,,0.703333,,,,,,2.7,1.2,,,,,,,,,,0.034,3.2,,0.021,0.146,95.5,98,,34,15,POINT (119.745 -39.7792),,36,20 - 40 Ma,,,-3.559532249,40
44,RIGS1991-0102-013/003,,"LANYON, 1995",-37.1667,118.156,66,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512986,0.512891737,,,,18.556,,15.587,,38.726,,0.704325,,,6.21,16.1,,3.6,1.3,1.09,,0.66,,0.93,,,2.3,0.34,0.313,7.9,,0.099,0.774,131,80,1.69,27,80,POINT (118.156 -37.1667),,66,60 - 80 Ma,,,-3.178136318,70
45,RIGS1991-0102-013/003D,,"LANYON, 1995",-37.1667,118.156,66,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512982,0.512887967,,,,18.542,,15.586,,38.721,,0.704592,,,7.92,19.5,,3.47,1.25,1.07,,0.63,,0.93,,,2.26,0.28,0.316,8,,0.103,1.79,137,98,2.17,26,99,POINT (118.156 -37.1667),,66,60 - 80 Ma,,,-3.251618793,70
46,RIGS1991-0102-013/003E,,"LANYON, 1995",-37.1667,118.156,66,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513149,0.513034062,,,,18.297,,15.491,,37.798,,0.702645,,,,,,4.02,1.77,,,,,,,,,,0.045,,,0.028,0.07,89.1,,,,,POINT (118.156 -37.1667),,66,60 - 80 Ma,,,-0.404067805,70
133,DSDP011-0105-041-003/146-149,,"BRYAN, 1977; JANNEY, 2001",34.8953,-69.1733,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513066,0.512823,,,7.5,18.251,18.118,15.531,15.525,37.99,37.818,0.70323,0.70311,,1.76,5.62,1.03,5.78,2.3,0.84,3.4,0.65,4.23,0.97,2.86,0.43,2.7,0.41,0.1,1.41,0.08,0.033,3.07,87,55.5,1.58,26.1,5.53,POINT (-69.1733 34.8953),155.51538,155.5153809,,> 120 Ma,0.512822169,-1.983399342,160
135,DSDP011-0105-043-001/082-085,,"JANNEY, 2001",34.8953,-69.1733,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513065,0.512819,,,7.4,18.189,18.114,15.524,15.52,37.99,37.885,0.70318,0.7031,,1.74,5.7,1.05,5.92,2.38,0.86,3.49,0.67,4.32,0.98,2.88,0.44,2.82,0.42,0.12,1.43,0.08,0.028,0.995,90,56.6,1.6,26.9,7.19,POINT (-69.1733 34.8953),155.51538,155.5153809,,> 120 Ma,0.512817044,-2.061383493,160
137,DSDP039-0355-021-001/100-103,,"JANNEY, 2001",15.72,-30.6,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513105,0.51299,,,8.9,18.863,18.586,15.529,15.516,38.133,38.026,0.70272,0.70259,,3.43,11,1.97,10.9,3.97,1.4,5.72,1.07,6.69,1.45,4.24,0.63,3.99,0.59,0.17,2.86,0.16,0.13,9.45,100,108,2.86,41.9,8.09,POINT (-30.6 15.72),98.05418,98.05417633,,80 - 100 Ma,0.512967956,-0.355343927,100
138,DSDP039-0355-022-005/061-067,,"JANNEY, 2001",15.72,-30.6,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513121,0.513005,,,9.2,18.755,18.637,15.519,15.513,38.111,38.023,0.70267,0.70264,,3.45,11.6,2.08,11.4,4.18,1.47,5.83,1.11,7,1.51,4.47,0.67,4.29,0.63,0.17,3.35,0.19,0.07,0.595,99,120,3.22,41.8,4.82,POINT (-30.6 15.72),98.05418,98.05417633,,80 - 100 Ma,0.512983332,-0.062950957,100
139,DSDP041-0367-039-001/063-067,,"JANNEY, 2001",12.49,-20.05,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513019,0.512803,,,7,22.335,18.185,15.755,15.551,38.198,37.616,0.70359,0.70349,,4.12,11.1,1.88,10.2,3.72,1.41,5.76,1.03,6.7,1.49,4.46,0.67,4.28,0.65,0.38,5.43,0.31,1.19,1.42,124,93.9,2.69,41.3,144,POINT (-20.05 12.49),155.53383,155.5338287,,> 120 Ma,0.512796523,-2.372797507,160
140,DSDP041-0367-040-001/066-072,,"JANNEY, 2001",12.49,-20.05,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512995,0.512781,,,6.6,21,18.299,15.61,15.477,38.184,37.647,0.70348,0.70343,,4.61,13.1,2.16,11.8,4.27,1.48,6.17,1.15,7.49,1.66,4.81,0.73,4.62,0.7,0.44,6.42,0.36,0.35,0.734,119,112,2.99,47.8,71.9,POINT (-20.05 12.49),155.53383,155.5338287,,> 120 Ma,0.512776026,-2.801710361,160
142,DSDP043-0384-022-002/017-022,,"JANNEY, 2001",40.36,-51.663,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51305,0.512896,,,8.2,18.515,17.697,15.494,15.454,38.061,37.839,0.70316,0.70311,,5.17,14.9,2.45,12.8,4,1.47,5.09,0.86,5.08,1.05,2.89,0.41,2.47,0.36,0.37,5.68,0.31,0.43,2.02,161,129,3.3,28.1,31.1,POINT (-51.663 40.36),129.46614,129.4661407,,> 120 Ma,0.512891608,-1.298127601,130
143,DSDP043-0386-066-001/101-105,,"JANNEY, 2001",31.187,-64.248,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513148,0.512992,,,9.7,18.416,18.344,15.566,15.562,38.076,37.998,0.70277,0.7023,,3.33,10.1,1.82,10,3.59,1.35,5.07,0.88,5.24,1.13,3.02,0.41,2.35,0.33,0.14,2.61,0.15,0.5,11.1,135,96.1,2.56,29.9,60.4,POINT (-64.248 31.187),118.23444,118.2344437,,100 - 120 Ma,0.512982954,0.255188276,120
144,DSDP043-0386-066-0CC/137-140,,"JANNEY, 2001",31.187,-64.248,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513187,0.513031,,,10.4,18.473,18.321,15.485,15.478,37.756,37.605,0.70235,0.70234,,2.64,8.45,1.5,8.16,2.93,1.12,4.09,0.75,4.67,1.02,2.93,0.43,2.66,0.39,0.14,2.45,0.14,0.048,0.366,141,85.2,2.24,28.3,15.2,POINT (-64.248 31.187),118.23444,118.2344437,,100 - 120 Ma,0.513018828,1.015453451,120
145,DSDP043-0387-050-001/020-023,,"JANNEY, 2001",32.32,-67.667,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512988,0.512791,,,6.5,18.774,18.128,15.555,15.523,38.203,37.836,0.70336,0.70332,,2.61,6.61,1.07,5.64,2.01,0.79,2.96,0.54,3.39,0.75,2.14,0.32,2.06,0.3,0.27,3.87,0.21,0.16,2.35,150,50.4,1.45,19.3,24.9,POINT (-67.667 32.32),140.57352,140.5735168,,> 120 Ma,0.512790178,-3.030496971,140
146,DSDP043-0387-050-002/107-113,,"JANNEY, 2001",32.32,-67.667,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513007,0.512811,,,6.9,18.585,18.116,15.562,15.539,38.258,37.901,0.70336,0.70335,,2.68,6.72,1.08,5.53,1.96,0.76,2.72,0.53,3.4,0.77,2.26,0.34,2.18,0.33,0.25,3.71,0.21,0.085,0.361,134,49.7,1.38,21.4,24.2,POINT (-67.667 32.32),140.57352,140.5735168,,> 120 Ma,0.512810676,-2.640592721,140
150,DSDP051-0417D-054-004/010-013,,"JANNEY, 2001",25.1115,-68.0468,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513112,0.512928,,,8.7,18.594,18.498,15.572,15.568,38.293,38.189,0.70316,0.70307,,2.48,8.54,1.64,9.5,3.69,1.3,5.2,0.97,6.37,1.42,4.27,0.62,3.9,0.6,0.09,1.81,0.11,0.028,1.68,89,90.6,2.59,37.3,8.16,POINT (-68.0468 25.1115),125.54057,125.5405731,,> 120 Ma,0.512922291,-0.785492939,130
151,DSDP051-0417D-066-006/044-047,,"JANNEY, 2001",25.1115,-68.0468,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513117,0.512931,,,8.7,18.38,18.142,15.545,15.534,37.945,37.832,0.70323,0.70316,,2.6,8.85,1.64,9.25,3.64,1.32,5.24,0.96,6.41,1.43,4.21,0.63,3.96,0.59,0.11,2.42,0.13,0.073,1.44,109,90.9,2.51,40.2,13.7,POINT (-68.0468 25.1115),125.54057,125.5405731,,> 120 Ma,0.512922291,-0.727009792,130
152,DSDP052-0418A-042-003/025-028,,"JANNEY, 2001",25.035,-68.0573,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513133,0.512947,,,9,18.268,18.192,15.529,15.526,37.905,37.81,0.70306,0.703,,1.6,5.7,1.12,6.54,2.57,1,3.84,0.73,4.86,1.09,3.23,0.49,3.05,0.46,0.06,1.2,0.07,0.016,1.06,92,63.2,1.77,30.7,5.22,POINT (-68.0573 25.035),125.30155,125.3015518,,> 120 Ma,0.512937973,-0.421870082,130
153,DSDP076-0534A-129-001/026-029,,"JANNEY, 2001",28.343,-75.382,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513033,0.512808,,,7.2,18.207,17.805,15.532,15.512,38.094,37.666,0.70349,0.70342,,2.16,6.13,1.04,5.53,2.04,0.78,2.98,0.56,3.59,0.81,2.4,0.37,2.39,0.36,0.2,2.98,0.16,0.049,0.949,167,51.6,1.39,23.1,21.1,POINT (-75.382 28.343),169.6055,169.6054993,,> 120 Ma,0.512788638,-1.876657006,170
154,DSDP076-0534A-129-004/136-140,,"JANNEY, 2001",28.343,-75.382,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513017,0.512788,,,6.8,18.369,17.936,15.554,15.533,38.229,37.748,0.70346,0.70344,,2.09,5.89,1.03,5.56,2.08,0.78,3.01,0.57,3.63,0.84,2.47,0.37,2.38,0.36,0.18,2.92,0.17,0.067,0.389,150,49.6,1.34,23.6,10.3,POINT (-75.382 28.343),169.6055,169.6054993,,> 120 Ma,0.512768141,-2.266593331,170
156,DSDP078-0543A-013-004/003-007,,"JANNEY, 2001",15.71,-58.65,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513081,0.512972,,,8.5,18.638,18.52,15.541,15.535,38.143,38.059,0.70289,0.70285,,3.27,10.4,1.83,9.95,3.44,1.24,4.76,0.84,5.48,1.19,3.45,0.51,3.2,0.47,0.14,2.9,0.17,0.062,1.19,111,103,2.69,33.5,8.51,POINT (-58.65 15.71),81.75626,81.75626373,,80 - 100 Ma,0.512968452,-1.167685007,80
186,DSDP011-0100-012-001/129-132,,"JANNEY, 2001",24.6878,-73.7997,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51298,0.512758,,,6.2,18.079,17.89,15.513,15.504,37.793,37.552,0.7043,0.70341,,2.58,7.01,1.18,6.28,2.28,0.91,3.27,0.61,3.88,0.85,2.5,0.39,2.61,0.4,0.3,4.69,0.25,0.078,7.38,110,60.5,1.62,22.9,16.9,POINT (-73.7997 24.6878),156.64453,156.6445313,,> 120 Ma,0.512754097,-3.21865783,160
188,DSDP011-0100-013-002/099-101,,"BRYAN, 1977; JANNEY, 2001",24.6878,-73.7997,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513034,0.512782,,,6.7,18.197,18.067,15.518,15.511,37.921,37.767,0.70362,0.70357,,1.46,4.16,0.74,4.16,1.72,0.71,2.63,0.51,3.37,0.76,2.23,0.34,2.19,0.33,0.15,2.08,0.12,0.21,1.1,93,37.1,1.07,21.3,9.24,POINT (-73.7997 24.6878),156.64453,156.6445313,,> 120 Ma,0.512779719,-2.750751425,160
190,DSDP078-0543A-016-001/072-079,,"JANNEY, 2001",15.71,-58.65,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513079,0.512971,,,8.5,18.571,18.452,15.587,15.581,38.265,38.181,0.70287,0.70284,,3.5,11.2,1.97,10.5,3.65,1.31,5.08,0.89,5.85,1.27,3.68,0.54,3.4,0.5,0.14,2.99,0.18,0.06,1.24,116,102,2.7,35,9.11,POINT (-58.65 15.71),81.75626,81.75626373,,80 - 100 Ma,0.512968452,-1.187176972,80
283,DSDP082-0559-1-1/123-126,,"WEI, 2020",35.1242,-40.9167,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513025,0.512973,0.23,,7.4,19.566,19.526,15.593,15.591,39.007,38.948,0.702938,0.702931,0.014,6.67,14.4,2.14,10.2,3,1.16,3.9,0.68,4.44,0.98,2.76,0.41,2.61,0.38,0.79,12,0.71,0.1,5.51,163,87.7,2.42,26.6,41.5,POINT (-40.9167 35.1242),33.58284,33.58283997,,20 - 40 Ma,0.512974114,-2.511672397,30
284,DSDP082-0559-1-2/059-062,,"WEI, 2020",35.1242,-40.9167,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513029,0.512977,0.23,,7.5,19.597,19.549,15.597,15.595,39.047,38.976,0.702926,0.702923,0.006,7.22,16.8,2.36,11,3.18,1.18,4.04,0.71,4.64,1.02,2.88,0.43,2.75,0.41,0.88,13.1,0.77,0.14,6.28,160,93.1,2.48,27.2,40.9,POINT (-40.9167 35.1242),33.58284,33.58283997,,20 - 40 Ma,0.51297924,-2.433715169,30
285,DSDP082-0559-1-2/120-123,,"WEI, 2020",35.1242,-40.9167,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513034,0.512984,0.22,,7.6,19.624,19.57,15.6,15.598,39.107,39.022,0.702944,0.702938,0.012,8.57,18.2,2.61,11.9,3.39,1.23,4.33,0.76,4.94,1.1,3.14,0.47,3,0.45,0.93,13.5,0.8,0.19,4.7,170,95.2,2.53,30.4,43.1,POINT (-40.9167 35.1242),33.58284,33.58283997,,20 - 40 Ma,0.512984366,-2.297290019,30
286,DSDP082-0559-2-3/070-073,,"WEI, 2020",35.1242,-40.9167,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.51303,0.51298,0.22,,7.5,19.768,19.692,15.608,15.604,39.173,39.04,0.702936,0.702933,0.006,7.54,17.4,2.42,11.1,3.19,1.17,4.07,0.71,4.66,1.01,2.88,0.43,2.75,0.41,0.91,13.5,0.79,0.22,8.31,163,94.7,2.49,27.2,43.2,POINT (-40.9167 35.1242),33.58284,33.58283997,,20 - 40 Ma,0.51297924,-2.375247248,30
287,DSDP082-0559-4-1/122-124,,"WEI, 2020",35.1242,-40.9167,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513033,0.512982,0.22,,7.6,19.712,19.655,15.603,15.6,39.126,39.03,0.702935,0.702933,0.006,7.42,17.1,2.41,11.2,3.24,1.21,4.15,0.72,4.68,1.03,2.93,0.43,2.79,0.41,0.93,13.7,0.8,0.15,4.54,161,97.9,2.58,27.5,42,POINT (-40.9167 35.1242),33.58284,33.58283997,,20 - 40 Ma,0.512984366,-2.336268633,30
288,DSDP082-0559-4-2/120-123,,"WEI, 2020",35.1242,-40.9167,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513033,0.512985,0.21,,7.6,19.741,19.62,15.6,15.595,39.125,38.965,0.702937,0.702923,0.027,7.68,17.9,2.48,11.5,3.28,1.19,4.18,0.73,4.74,1.04,2.92,0.43,2.78,0.42,0.94,13.8,0.81,0.25,7.09,163,97.9,2.55,27.6,39.9,POINT (-40.9167 35.1242),33.58284,33.58283997,,20 - 40 Ma,0.512984366,-2.277800712,30
289,DSDP082-0559-5-1/135-138,,"WEI, 2020",35.1242,-40.9167,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513037,0.512985,0.23,,7.7,19.636,19.585,15.6,15.597,39.034,38.958,0.702932,0.70293,0.005,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-40.9167 35.1242),33.58284,33.58283997,,20 - 40 Ma,0.512989492,-2.277800712,30
290,DSDP082-0559-7-1/140-143,,"WEI, 2020",35.1242,-40.9167,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513033,0.512987,0.2,,7.7,,,,,,,0.702945,0.702929,0.033,6.06,14.9,2.04,9.64,2.83,1.1,3.62,0.64,4.17,0.91,2.57,0.38,2.49,0.37,0.88,13.9,0.81,0.11,6.59,168,96.7,2.52,23.9,47.1,POINT (-40.9167 35.1242),33.58284,33.58283997,,20 - 40 Ma,0.512989492,-2.238822098,30
291,DSDP082-0559-8-1/020-023,,"WEI, 2020",35.1242,-40.9167,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513035,0.512983,0.23,,7.6,19.641,19.587,15.6,15.598,39.055,38.981,0.702947,0.702938,0.017,7.79,17.7,2.5,11.6,3.33,1.24,4.24,0.74,4.86,1.06,2.99,0.45,2.83,0.42,0.94,13.7,0.8,0.18,3.28,172,96.7,2.57,28.4,46.7,POINT (-40.9167 35.1242),33.58284,33.58283997,,20 - 40 Ma,0.512984366,-2.316779326,30
292,DSDP082-0559-8-3/021-024,,"WEI, 2020",35.1242,-40.9167,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.513035,0.512984,0.22,,7.6,19.56,19.504,15.605,15.602,38.99,38.915,0.702932,0.702931,0.003,11,24.9,3.48,15.9,4.55,1.65,5.86,1.02,6.68,1.47,4.13,0.62,3.95,0.59,1.24,18.1,1.06,0.31,7.02,218,128.4,3.4,39.3,60.8,POINT (-40.9167 35.1242),33.58284,33.58283997,,20 - 40 Ma,0.512984366,-2.297290019,30
293,DSDP082-0561-H1-CC/005-008,,"WEI, 2020",34.785,-39.0283,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512985,0.512963,0.2,,6.8,19.608,19.525,15.619,15.615,39.466,39.365,0.703376,0.703374,0.009,10.4,22.1,2.88,12.4,3.23,1.19,3.95,0.68,4.3,0.94,2.59,0.38,2.44,0.36,1.49,20.2,1.17,0.3,2.6,210,95.9,2.43,24.9,48.8,POINT (-39.0283 34.785),17.614632,17.61463165,,10 - 20 Ma,0.512963917,-3.158336971,20
294,DSDP082-0561-1-1/009-012,,"WEI, 2020",34.785,-39.0283,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512987,0.512965,0.2,,6.8,19.598,19.488,15.603,15.598,39.386,39.281,0.703388,0.703382,0.028,10.4,21.8,2.83,12.2,3.15,1.15,3.83,0.66,4.19,0.91,2.55,0.37,2.4,0.36,1.41,20,1.15,0.39,5.5,207,93.4,2.36,24.3,59.1,POINT (-39.0283 34.785),17.614632,17.61463165,,10 - 20 Ma,0.512963917,-3.119360118,20
295,DSDP082-0561-1-1/025-028,,"WEI, 2020",34.785,-39.0283,,IGNEOUS:VOLCANIC:MAFIC,BASALT,0.512981,0.512961,0.18,,6.7,19.577,19.463,15.604,15.598,39.382,39.27,0.703407,0.703406,0.031,11.5,24.1,3.08,13.2,3.38,1.21,4.05,0.69,4.42,0.96,2.67,0.4,2.53,0.37,1.48,20.4,1.17,0.39,3.73,325,94.6,2.4,25.6,96.7,POINT (-39.0283 34.785),17.614632,17.61463165,,10 - 20 Ma,0.512958791,-3.197313824,20
